code,service_term,level
TJ-3200.2000,Financial Information Lines,4
TJ-3200.2500,Government Information Lines,4
TJ-3200.2500-140,City Government Information Lines,5
TJ-3200.2500-160,County Government Information Lines,5
TJ-3200.2500-200,Federal Government Information Lines,5
TJ-3200.2500-800,State Government Information Lines,5
TJ-3200.2500-850,311 Services,5
TJ-3200.4500,Legal Information Lines,4
TJ-3200.5000,Medical Information Lines,4
TJ-3200.6500,Public Affairs Lines,4
TJ-3200.8000,Shelter Information Lines,4
TJ-3200.9000,Time/Temperature/Weather Information Lines,4
TJ-3200.9500,Youth Issues Lines,4
TJ-3200.9990,ZIP Code Information Lines,4
TJ-4400,Libraries,3
TJ-4400.0500,Academic Libraries,4
TJ-4400.5000,Municipal Libraries,4
TJ-4400.6000,National Libraries,4
TJ-4400.6500,Public Libraries,4
TJ-4400.8000,School Library Media Centers,4
TJ-4400.8100,Special Libraries,4
TJ-4400.8100-050,Agency Based Libraries/Resource Centers,5
TJ-4400.8100-060,Art Libraries,5
TJ-4400.8100-100,Business Libraries,5
TJ-4400.8100-150,Corporate Libraries,5
TJ-4400.8100-180,Disability Related Libraries,5
TJ-4400.8100-450,Law Libraries,5
TJ-4400.8100-500,Medical Libraries,5
TJ-4400.8100-550,Military Base Libraries,5
TJ-4400.8100-560,Music Libraries,5
TJ-4400.8100-650,Presidential Libraries,5
TJ-4400.8100-700,Religious Libraries,5
TJ-4400.8200,State Libraries,4
TJ-4500,Library Services,3
TJ-4500.0500,Art Loan/Rental,4
TJ-4500.0750,Book Downloads,4
TJ-4500.1000,Book Loan,4
TJ-4500.1200,Bookmobiles,4
TJ-4500.1500,Children's Library Services,4
TJ-4500.1500-450,Children's Reading Clubs,5
TJ-4500.1500-800,Story Hour,5
TJ-4500.2900,Home Library Services,4
TJ-4500.3000,Information Clearinghouses,4
TJ-4500.3300,Instructional Materials Centers,4
TJ-4500.3500,Interlibrary Loan,4
TJ-4500.4400,Legislative Reference Services,4
TJ-4500.4500,Library Audiovisual Services,4
TJ-4500.4500-120,Captioned Film Collections,5
TJ-4500.4500-150,Captioned Video/DVD Collections,5
TJ-4500.4500-180,Described Video/DVD/Film Collections,5
TJ-4500.4500-200,Film Collections,5
TJ-4500.4500-500,Media Equipment Loan,5
TJ-4500.4500-700,Recording/Tape/CD Collections,5
TJ-4500.4500-750,Recordings for the Blind and Dyslexic,5
TJ-4500.4500-900,Videotape/DVD Collections,5
TJ-4500.6500,Online Databases,4
TJ-4500.7000,Reference/Information,4
TJ-4500.8300,Special Library Collections,4
TJ-4500.8300-050,Archives,5
TJ-4500.8300-100,Braille Materials/Collections,5
TJ-4500.8300-180,Ethnic Collections,5
TJ-4500.8300-200,Foreign Language Collections,5
TJ-4500.8300-230,Genealogical Collections,5
TJ-4500.8300-250,Government Publications,5
TJ-4500.8300-270,Grants Research Collections,5
TJ-4500.8300-300,High Interest/Low Vocabulary Collections,5
TJ-4500.8300-450,Large Print Materials/Collections,5
TJ-4500.8300-850,Telephone Book Collections,5
TJ-5000,Maps,3
TJ-5500,Media/Communications,3
TJ-5500.1000,Book Publishing/Distribution,4
TJ-5500.2000,Film Production/Distribution,4
TJ-5500.6000,Newspaper Publishing/Distribution,4
TJ-5500.6000-200,Foreign Language Newspapers,5
TJ-5500.6000-400,Local/Regional Newspapers,5
TJ-5500.6000-600,National Newspapers,5
TJ-5500.6000-650,Out of Town Newspapers,5
TJ-5500.6000-800,Student Newspapers,5
TJ-5500.7000,Radio Stations,4
TJ-5500.7000-050,AM Radio Stations,5
TJ-5500.7000-150,Campus Radio Stations,5
TJ-5500.7000-200,FM Radio Stations,5
TJ-5500.7000-750,Religious Radio,5
TJ-5500.7200,Recording Studios,4
TJ-5500.8500,Television Stations/Access Systems,4
TJ-5500.8500-150,Cable Television Companies,5
TJ-5500.8500-180,Campus Television Stations,5
TJ-5500.8500-200,Community Access Channels,5
TJ-5500.8500-450,Local Broadcast Television Stations,5
TJ-5500.8500-700,Religious Television,5
TJ-5500.8500-800,Satellite Television Companies,5
TJ-5500.9000,Video Production/Distribution,4
TJ-6500,Public Awareness/Education,3
TJ-6500.1000,Community Calendars,4
TJ-6500.1700,Directory/Resource List Publication,4
TJ-6500.1800,Displays/Exhibits,4
TJ-6500.4950,Mailing Labels/Spreadsheets,4
TJ-6500.5000,Media Materials,4
TJ-6500.5100,Media Presentations,4
TJ-6500.5100-600,Newspaper Columns,5
TJ-6500.5100-700,Radio Shows,5
TJ-6500.5100-800,Television Shows,5
TJ-6500.6000,Newsletters,4
TJ-6500.6300,Outreach Programs,4
TJ-6500.6700,Printed Materials,4
TJ-6500.8000,Speakers/Speakers Bureaus,4
TJ-6500.8500,Subject Specific Public Awareness/Education,4
TJ-6500.9500,Workshops/Symposiums,4
TJ-6750,Reading Services for People With Disabilities,3
TJ-7500,Rumor Control,3
TJ-8000,Service Sector/Industry Statistics,3
TJ-8000.0400,Agricultural Statistics,4
TJ-8000.1500,Census Data,4
TJ-8000.1600,Crime Statistics,4
TJ-8000.1800,Economic Statistics,4
TJ-8000.1850,Education Statistics,4
TJ-8000.1900,Energy Statistics,4
TJ-8000.3000,Health Statistics,4
TJ-8000.3100,Human Services Statistics,4
TJ-8000.3300,Immigration Statistics,4
TJ-8000.3400,Income and Poverty Statistics,4
TJ-8000.4500,Labor Statistics,4
TJ-8000.8000,Safety Statistics,4
TJ-8000.8500,Transportation Statistics,4
TL,International Affairs,2
TL-1900,Embassies/Consulates Abroad,3
TL-2000,Foreign Policy Planning/Implementation,3
TL-3300,International Development Programs,3
TL-3300.3450,International Agricultural Development,4
TL-3300.3470,International Arts Development Programs,4
TL-3300.3500,International Economic Development,4
TL-3300.3550,International Educational Development,4
TL-3300.3600,International Environmental Resource Management,4
TL-3300.3650,International Health Programs,4
TL-3300.3900,International Science and Technology Development,4
TL-3400,International Human Rights Programs,3
TL-3400.3500,International Children's Rights,4
TL-3400.3600,International Migration Studies/Advocacy,4
TL-3400.3700,International Prisoner's Rights,4
TL-3400.3800,International Reproductive Rights,4
TL-3400.3900,International Women's Rights,4
TL-3500,International Justice Programs,3
TL-3500.3300,International Court of Justice,4
TL-3500.3500,International Law,4
TL-3500.3600,International Prisoner Transfer,4
TL-3650,International Relief,3
TL-3650.2000,Foreign Disaster Services,4
TL-3650.2000-200,Foreign Disaster Information,5
TL-3650.2000-250,Foreign Disaster Relief,5
TL-3650.2000-300,Foreign Disaster Welfare Inquiries,5
TL-3650.3500,International Refugee Relief,4
TL-3700,International Trade Promotion,3
TL-3800,International Understanding/Peace Programs,3
TL-3800.0500,Arms Control Advocacy Programs,4
TL-3800.1800,Democracy and Civil Society Development,4
TL-3800.1900,Educational Exchange Programs,4
TL-3800.1900-200,Faculty Exchange Programs,5
TL-3800.1900-800,Student Exchange Programs,5
TL-3800.2400,International Child Sponsorship,4
TL-3800.3450,International Conflict Resolution/Mediation,4
TL-3800.3500,International Cultural Exchange,4
TL-3800.6500,Peace/Anti War Advocacy Programs,4
TL-3800.8000,Sister Cities Programs,4
TL-3800.9000,United Nations Associations,4
TL-6000,National Security Organizations,3
TL-6000.1500,Central Intelligence Agency,4
TL-6000.6000,National Security Policy Research/Analysis,4
TM,Military Service,2
TM-0480,Armed Forces Civilian Auxiliaries,3
TM-0500,Armed Forces Emergency Services,3
TM-0590,Armories,3
TM-5000,Military Bases/Forts,3
TM-5050,Military Chaplaincy Services,3
TM-5100,Military Family Service/Support Centers,3
TM-5150,Military Recruitment Programs,3
TM-5175,Military Service Branches,3
TM-5175.0200,Air Force,4
TM-5175.0300,Army,4
TM-5175.1500,Coast Guard,4
TM-5175.5000,Marine Corps,4
TM-5175.5800,National Guard,4
TM-5175.6000,Navy,4
TM-5200,Military Transition Assistance Programs,3
TM-8000,Selective Service System,3
TM-8200,Social Services for Military Personnel,3
TN,Occupational/Professional Associations,2
TN-0200,Aging Associations,3
TN-0300,Aging/Long Term Care Facility Associations,3
TN-0350,Architectural Associations,3
TN-0400,Arts Associations,3
TN-0500,Athletic Associations,3
TN-0500.0500,Amateur Athletic Associations,4
TN-0500.1400,Coaches/Trainers Associations,4
TN-0500.1500,College/University Athletic Associations,4
TN-0500.3000,High School Athletic Associations,4
TN-0500.6500,Professional Sports Associations,4
TN-0500.8000,Sports Officials Associations,4
TN-0500.8200,Sports Writers Associations,4
TN-1000,Business Associations,3
TN-1000.1000,Business Networking Groups,4
TN-1000.1500,Chambers of Commerce,4
TN-1000.8500,Trade Associations,4
TN-1400,Child Care Provider Associations,3
TN-1450,Child Welfare/Family Services Associations,3
TN-1500,Criminal Justice Associations,3
TN-1700,Disability Associations,3
TN-1800,Education Associations,3
TN-1800.1500,Charter School Associations,4
TN-1800.1700,Educational Administration Associations,4
TN-1800.2800,Higher Education Associations,4
TN-1800.3000,Homeschooling Associations,4
TN-1800.6500,PTA Groups,4
TN-1800.8500,Teacher Associations,4
TN-1870,Emergency Management Associations,3
TN-1900,Engineering Associations,3
TN-2000,Farm Associations,3
TN-2500,Government Associations,3
TN-2900,Home Care/Hospice Associations,3
TN-3000,Hospital Associations,3
TN-3300,Information and Referral Associations,3
TN-3400,Interpretation/Translation Associations,3
TN-4400,Labor Organizations,3
TN-4600,Legal Associations,3
TN-4800,Library Associations,3
TN-4900,Management Associations,3
TN-5000,Medical Associations,3
TN-5000.0100,Alternative Medicine Associations,4
TN-5000.1500,Chiropractic Associations,4
TN-5000.1800,Dental Associations,4
TN-5000.1900,Dietitian Associations,4
TN-5000.1950,Eye Care Specialist Associations,4
TN-5000.4900,Medical Support Personnel Associations,4
TN-5000.5000,Midwifery Associations,4
TN-5000.6300,Nursing Associations,4
TN-5000.6400,Pharmacist Associations,4
TN-5000.6500,Physician/Surgeon Associations,4
TN-5000.7000,Rehabilitative/Habilitative Medicine Associations,4
TN-5020,Medical Clinic Associations,3
TN-5500,Mental Health Practitioner Associations,3
TN-5500.3000,Hypnotist Associations,4
TN-5500.8500,Therapist Associations,4
TN-5500.8500-450,Licensed Professional Counselor Associations,5
TN-5500.8500-500,Marriage and Family Therapist Associations,5
TN-5500.8500-650,Psychiatric Associations,5
TN-5500.8500-680,Psychological Associations,5
TN-5500.8500-800,Social Worker Associations,5
TN-6500,Nonprofit/Philanthropic Associations,3
TN-8000,Sales and Marketing Professional Associations,3
TN-8100,Science and Mathematics Associations,3
TN-8100.4500,Life Sciences Associations,4
TN-8100.5000,Mathematics Associations,4
TN-8100.6500,Physical Sciences Associations,4
TN-8100.8000,Social Sciences Associations,4
TN-9000,Veterinary Associations,3
TN-9300,Volunteer Administration Associations,3
TO,Organizational Development and Management Delivery Methods,2
TO-6000,Organizational Consultation/Technical Assistance,3
TO-6200,Organizational Development and Management Publications,3
TO-6400,Organizational Development and Management Research,3
TO-6600,Organizational Training Services,3
TO-6800,Outsourcing/Contracted Services,3
TP,Organizational Development and Management Services,2
TP-1000,Board Development Support,3
TP-1000.0700,Board Evaluation/Self Assessment,4
TP-1000.0800,Board Leadership Development,4
TP-1000.0800-100,Board/CEO Relationship Evaluation/Enhancement,5
TP-1000.0900,Board Meeting Enhancement,4
TP-1000.0900-100,Board Meeting Facilitation,5
TP-1000.0900-200,Board Retreat Facilitation,5
TP-1000.2000,Board Member Development,4
TP-1000.2000-100,Board Connecting Programs,5
TP-1000.2000-200,Board Member Recruitment Assistance,5
TP-1000.2000-250,Board Preparation Training Assistance,5
TP-1000.2000-600,New Board Member Orientation Assistance,5
TP-1000.2000-650,Ongoing Board Training Assistance,5
TP-1000.2150,Board Member Removal Assistance,4
TP-1000.2500,Board Organization Assistance,4
TP-1000.2500-150,Board Committee Structure Development,5
TP-1000.2500-250,Board Membership Needs Assessment,5
TP-1000.2500-300,Board Policy Development,5
TP-1000.2500-350,Board Roles/Responsibilities Definition,5
TP-1750,Conference/Convention Planning Support,3
TP-1750.1300,Conference Communications/Publicity,4
TP-1750.1350,Conference Evaluation,4
TP-1750.1400,Conference Location Selection,4
TP-1750.1500,Conference Logistics Planning/Contract Negotiation,4
TP-1750.1600,Conference Program Development,4
TP-1750.1700,Conference Registration/On-Site Management,4
TP-1850,Credentialing Program Development and Management Support,3
TP-1850.1500,Credentialing Program Application Assistance,4
TP-1850.1500-050,Accreditation Program Application Assistance,5
TP-1850.1500-150,Certification Program Application Assistance,5
TP-1850.1500-200,Facility Licensing Application Assistance,5
TP-1850.1500-600,Occupational/Professional Licensing Application Assistance,5
TP-1850.1600,Credentialing Program Development,4
TP-1850.1600-050,Accreditation Program Development,5
TP-1850.1600-150,Certification Program Development,5
TP-1850.1600-200,Facility Licensing Program Development,5
TP-1850.1600-600,Occupational/Professional Licensing Development,5
TP-1850.1700,Credentialing Program Evaluation,4
TP-1950,Ethics in Organizational Management,3
TP-1950.1000,Bioethics,4
TP-1950.1200,Board Compensation Policy Development,4
TP-1950.1400,Code of Ethics Development/Implementation/Monitoring,4
TP-1950.1500,Conflict of Interest Policy Development,4
TP-1950.1800,Disclosure Requirement Implementation,4
TP-1950.1900,Financial/Fundraising Ethics,4
TP-1950.1900-150,Donation/Restricted Gift Acceptance,5
TP-1950.1900-200,Donor Bill of Rights Implementation,5
TP-1950.2500,General Organizational Accountability Assistance,4
TP-2000,Facility Administration/General Operations Support,3
TP-2000.2000,Facility Management Assistance,4
TP-2000.2100,Facility Planning Assistance,4
TP-2000.3300,Inventory Control Assistance,4
TP-2000.5000,Multiple Location Coordination Assistance,4
TP-2000.6600,Office Management Support,4
TP-2000.6700,Purchasing Assistance,4
TP-2000.7000,Real Estate Acquisition Assistance,4
TP-2100,Financial Management Support,3
TP-2100.0250,Accounting/Reporting Services,4
TP-2100.0250-050,Accounting System Selection/Implementation,5
TP-2100.0250-150,Contract Management Assistance,5
TP-2100.0250-200,Financial Statement Development,5
TP-2100.0250-250,Financial Tools Development,5
TP-2100.0250-300,Fund Disbursement/Allocations Assistance,5
TP-2100.0250-350,Government Financial Report Filing Assistance,5
TP-2100.0250-400,Grant Administration Assistance,5
TP-2100.1050,Business Income Determination,4
TP-2100.1500,Compensation Management Services,4
TP-2100.1500-150,Compensation Plan Development,5
TP-2100.1500-600,Payroll Service Selection,5
TP-2100.2000,Financial Audit Services,4
TP-2100.2000-050,Audit Firm Selection,5
TP-2100.2000-200,Financial Audit Preparation/Utilization,5
TP-2100.2200,Financial Policies and Procedures Development,4
TP-2100.2200-050,Accounting Procedures Manual Development,5
TP-2100.2200-330,Internal Financial Controls Development,5
TP-2100.6000,Organizational Financial Planning Services,4
TP-2100.6000-120,Business Insurance Services,5
TP-2100.6000-150,Cash Flow Management Services,5
TP-2100.6000-200,Financial Management Review Services,5
TP-2100.6000-560,Organizational Budgeting Assistance,5
TP-2100.6000-600,Organizational Investment Management Services,5
TP-2100.6000-700,Risk Management Services,5
TP-2300,Fundraising and Resource Development Support,3
TP-2300.1500,Charitable Solicitations Regulations Compliance,4
TP-2300.1900,Fiscal Sponsorship Development,4
TP-2300.1950,Foundation Relationship Development,4
TP-2300.2000,Fundraising Campaign Development,4
TP-2300.2000-050,Annual Fundraising Campaign Development,5
TP-2300.2000-100,Capital Fundraising Campaign Development,5
TP-2300.2000-130,Cause Related Fundraising Campaign Development,5
TP-2300.2000-150,Corporate Fundraising Campaign Development,5
TP-2300.2000-180,Direct Mail Fundraising Campaign Development,5
TP-2300.2000-210,Endowment Campaign Development,5
TP-2300.2000-250,Gifts In Kind Acquisitions,5
TP-2300.2000-300,Government Funding Acquisitions,5
TP-2300.2000-500,Major Gifts Acquisitions,5
TP-2300.2000-660,Planned Giving Program Development,5
TP-2300.2000-800,Special Events Planning/Management,5
TP-2300.2150,Fundraising Planning,4
TP-2300.2200,Fundraising Prospects Research,4
TP-2300.6500,Proposal/Grant Writing Services,4
TP-3000,Human Resources Management Support,3
TP-3000.1800,Employee Handbook Development,4
TP-3000.3000,Human Resources Audits,4
TP-3000.6200,Organizational Conflict Resolution Services,4
TP-3000.6300,Organizational Design Services,4
TP-3000.6300-300,Job Analysis Assistance,5
TP-3000.6300-350,Job Description Development,5
TP-3000.6300-600,Organization Chart Development,5
TP-3000.6400,Personnel Policies and Procedures Development,4
TP-3000.6600,Personnel Recruitment/Hiring/Retention,4
TP-3000.6600-120,Consultant Utilization Assistance,5
TP-3000.6600-150,Employee Incentive Program Development,5
TP-3000.6600-180,Executive Search Assistance,5
TP-3000.6600-220,Executive Transition/Succession Planning,5
TP-3000.6600-350,Job Interview Protocol Development,5
TP-3000.6600-800,Staff Recruitment Assistance,5
TP-3000.6600-900,Staff Retreat Facilitation,5
TP-3000.6600-950,Workforce Diversity Planning,5
TP-3000.8000,Staff Development Services,4
TP-3000.8000-200,Executive Coaching Services,5
TP-3000.8000-600,Organizational Leadership Development,5
TP-3000.8000-650,Organizational Team Building,5
TP-3000.8000-750,Staff Orientation and Training Development,5
TP-3000.8000-800,Staff Performance Review Assistance,5
TP-3000.8000-950,Workplace Diversity Management Programs,5
TP-3350,Information Technology Management Support,3
TP-3350.1800,Database Development/Maintenance Assistance,4
TP-3350.1800-250,Geographic Information System Development/Management,5
TP-3350.1800-330,Information and Referral Database Management Assistance,5
TP-3350.1800-600,Nonprofit Database Management Assistance,5
TP-3350.3000,Hardware Selection Assistance,4
TP-3350.3000-150,Digital Projection Display System Selection,5
TP-3350.3000-200,Fax Equipment Selection,5
TP-3350.3000-500,Mass Storage Device Selection,5
TP-3350.3000-550,Monitor Selection,5
TP-3350.3000-600,Optical Scanning Equipment Selection,5
TP-3350.3000-630,Personal Digital Assistant Selection,5
TP-3350.3000-650,Printer Selection,5
TP-3350.3000-800,Server Selection,5
TP-3350.3000-900,Workstation Selection,5
TP-3350.3300,Information Technology Maintenance/Support,4
TP-3350.3300-100,Backup System Selection,5
TP-3350.3300-300,Hardware Maintenance/Support,5
TP-3350.3300-800,Software Maintenance/Support,5
TP-3350.3300-850,Telecommunications System Maintenance/Support,5
TP-3350.3350,Information Technology Needs Assessment,4
TP-3350.3450,Internet Access/Security,4
TP-3350.3450-170,Electronic Mail Implementation,5
TP-3350.3450-200,Firewall Development,5
TP-3350.3450-330,Internet Service Provider Selection,5
TP-3350.3500,Intranet Planning/Implementation,4
TP-3350.6000,Network Configuration/Management Services,4
TP-3350.6000-450,Local Area Network Implementation,5
TP-3350.6000-500,Network Administration Assistance,5
TP-3350.6000-550,Network Cabling Installation/Implementation,5
TP-3350.6000-600,Network Topology Selection,5
TP-3350.6000-750,Router Installation/Implementation,5
TP-3350.6000-800,Server/Workstation Configuration Services,5
TP-3350.6000-850,Switches/Hubs Installation/Implementation,5
TP-3350.6000-900,Wide Area Network Implementation,5
TP-3350.6500,Operating System Selection/Support Services,4
TP-3350.6500-500,Macintosh Support Services,5
TP-3350.6500-650,Novell NetWare Installation/Support Services,5
TP-3350.6500-900,Unix/Linux Installation/Support Services,5
TP-3350.6500-950,Windows Installation/Support Services,5
TP-3350.8000,Software Selection/Development,4
TP-3350.8000-030,Antivirus Protection,5
TP-3350.8000-070,Client Tracking Software Selection,5
TP-3350.8000-100,Customer Relationship Management Software Selection,5
TP-3350.8000-130,Database Creation/Management Software Selection,5
TP-3350.8000-150,Document Management System Selection,5
TP-3350.8000-170,Donation Management Software Selection,5
TP-3350.8000-200,Fax Automation Assistance,5
TP-3350.8000-250,Fundraising Software Selection,5
TP-3350.8000-330,Information and Referral Software Selection,5
TP-3350.8000-500,Membership Management Software Selection,5
TP-3350.8000-650,Office Automation Assistance,5
TP-3350.8000-700,Payroll Software Selection,5
TP-3350.8000-750,Project Management Software Selection,5
TP-3350.8000-780,Reporting Software,5
TP-3350.8000-800,Staff Scheduling Software Selection,5
TP-3350.8000-900,Volunteer Management Software Selection,5
TP-3350.8500,Telecommunications System Development/Management,4
TP-3350.8500-050,Automated Attendant Implementation,5
TP-3350.8500-080,Call Accounting Implementation,5
TP-3350.8500-110,Call Management System Implementation,5
TP-3350.8500-150,Computer Telephony Integration,5
TP-3350.8500-330,Interactive Voice Response Implementation,5
TP-3350.8500-550,PBX Selection/Implementation,5
TP-3350.8500-600,TDD/TTY Implementation,5
TP-3350.8500-650,Telephone Access Analysis/Selection,5
TP-3350.8500-700,Telephone Cabling Installation/Implementation,5
TP-3350.8500-800,Telephone Service Provider Selection,5
TP-3350.8500-850,Telephone System Vendor Selection,5
TP-3350.8500-900,Voice Over IP Implementation,5
TP-3350.8500-930,Voicemail System Selection,5
TP-3350.9000,Website Development Services,4
TP-3350.9000-650,Website Accessibility Standards Implementation Assistance,5
TP-3350.9000-750,Website Content Management,5
TP-3350.9000-800,Website Design Services,5
TP-3350.9000-850,Website E-Commerce Development,5
TP-3350.9000-900,Website Hosting,5
TP-3350.9000-930,Website Portal Development,5
TP-3350.9000-950,Website Promotion,5
TP-3350.9300,Wireless Technology Selection/Implementation,4
TP-3350.9300-150,Cell/Satellite Phone Selection,5
TP-3350.9300-250,Global Positioning System Selection,5
TP-3350.9300-500,Mobile Computing Implementation,5
TP-3350.9300-900,Wireless LAN Implementation,5
TP-4000,Legal Decision Making Support,3
TP-4000.1500,Consultant Contract Development and Management,4
TP-4000.3250,Implementation of Legislative Mandates,4
TP-4000.3250-050,ADA Implementation Assistance,5
TP-4000.3250-330,IDEA Implementation Assistance,5
TP-4000.3300,Intellectual Property Law Training/General Information,4
TP-4000.3300-150,Copyright Law Training/General Information,5
TP-4000.3300-600,Patent Law Training/General Information,5
TP-4000.3300-800,Trademark Law Training/General Information,5
TP-4000.6800,Organizational Start Up Services,4
TP-4000.6800-100,Bylaws Development/Review,5
TP-4000.6800-330,Incorporation Assistance,5
TP-4000.6800-650,Organizational Structure Determination,5
TP-4000.6800-850,Tax Exempt Status Application/Filing Assistance,5
TP-4000.8000,Strategic Restructuring Services,4
TP-4000.8000-050,Affiliate Relationships Development,5
TP-4000.8000-200,For Profit Subsidiary Development,5
TP-4000.8000-350,Joint Venture Development,5
TP-4000.8000-500,Merger Planning/Implementation,5
TP-4000.8000-650,Organizational Consolidation Services,5
TP-4000.8000-700,Parent/Subsidiary Development,5
TP-5000,Marketing Support,3
TP-5000.0200,Advertising/Media Buying,4
TP-5000.0500,Annual Report Development,4
TP-5000.1000,Brand/Image Development,4
TP-5000.1500,Cause Related Marketing,4
TP-5000.1700,Customer/Client Relationship Management,4
TP-5000.5000,Market Research and Analysis,4
TP-5000.5000-100,Competitive Analysis,5
TP-5000.5000-150,Comprehensive Market Research Services,5
TP-5000.5000-550,Product/Service Distribution,5
TP-5000.5000-600,Product/Service Pricing,5
TP-5000.5000-650,Product/Service Sales Forecasting,5
TP-5000.5100,Marketing Materials Development,4
TP-5000.5200,Marketing Plan Development,4
TP-5000.6500,Product/Service Development Management,4
TP-5900,Networking/Relationship Building Support,3
TP-5900.1300,Coalition Building,4
TP-5900.1600,Collaboration Development,4
TP-5900.1650,Community Meeting Facilitation,4
TP-5900.6500,Organizational Advocacy Program Development,4
TP-5900.6500-100,Community Engagement Program Development,5
TP-5900.6500-150,Community Organizing Assistance,5
TP-5900.6500-200,Direct Lobbying Assistance,5
TP-5900.6500-250,Grassroots Lobbying Assistance,5
TP-5900.6500-350,Nonprofit Lobbying Laws Compliance,5
TP-5900.6500-450,Public Policy Development Assistance,5
TP-5900.8000,Strategic Alliance Development,4
TP-6500,Organizational Assessment and Evaluation Support,3
TP-6500.1800,Evaluation Design/Implementation Services,4
TP-6500.1800-100,Benchmarking,5
TP-6500.1800-150,Customer Satisfaction Surveys,5
TP-6500.1800-180,Employee Satisfaction Surveys,5
TP-6500.1800-200,External Organizational Evaluation,5
TP-6500.1800-500,Organizational Assets and Needs Assessment,5
TP-6500.1800-550,Organizational Performance Assessment,5
TP-6500.1800-600,Outcome Measurements Development,5
TP-6500.1800-650,Program Audits,5
TP-6500.1800-700,Program Evaluation,5
TP-6500.1900,Evaluation Tools Development,4
TP-6500.1900-120,Evaluation Case Study Development,5
TP-6500.1900-150,Evaluation Interview Development,5
TP-6500.1900-180,Evaluation Questionnaire Development,5
TP-6500.1900-210,Focus Group Facilitation,5
TP-6500.1900-230,Focus Group Protocol Development,5
TP-6500.1900-800,Secret Shopper Study Development,5
TP-6600,Organizational Planning and Development Support,3
TP-6600.0900,Business Diversification Assistance,4
TP-6600.1000,Business Plan Development,4
TP-6600.2000,Feasibility Study Development/Implementation,4
TP-6600.3300,Internal Communications Development/Enhancement,4
TP-6600.6550,Organizational Capacity Building,4
TP-6600.6600,Organizational Change Management,4
TP-6600.6800,Project Management,4
TP-6600.6800-600,Project Planning,5
TP-6600.6800-650,Project Tracking and Control,5
TP-6600.6900,Promising Practices Identification/Utilization,4
TP-6600.7500,Roundtable Development,4
TP-6600.8000,Service Planning and Delivery Assistance,4
TP-6600.8300,Strategic Planning,4
TP-6600.8300-150,Core Competencies Identification,5
TP-6600.8300-200,Environmental Assessment,5
TP-6600.8300-250,Goals and Objectives Development,5
TP-6600.8300-500,Mission/Vision Statement Development,5
TP-6600.8300-750,Stakeholder Identification,5
TP-6600.8300-800,Strategic Planning Facilitation,5
TP-6600.8300-850,Strategic Planning Training,5
TP-6600.8300-900,Work Plan Development,5
TP-6650,Professional Skills Development Support,3
TP-6650.0500,Active Listening Skills Development,4
TP-6650.1400,Coaching Skills Development,4
TP-6650.1450,Communicating With Difficult People Skills Development,4
TP-6650.1500,Consulting Skills Development,4
TP-6650.1900,Delegation Skills Development,4
TP-6650.2000,Facilitation Skills Development,4
TP-6650.4000,Learning Styles Analysis,4
TP-6650.5100,Meeting Leadership Skills Development,4
TP-6650.5200,Mentoring Skills Development,4
TP-6650.6000,Negotiation Skills Development,4
TP-6650.6400,Personality Type Analysis,4
TP-6650.6450,Presentation Skills Development,4
TP-6650.6500,Problem Solving/Decision Making Skills Development,4
TP-6650.8000,Supervision Skills Development,4
TP-6650.8500,Time Management Skills Development,4
TP-6650.8600,Training of Trainers Dissemination Programs,4
TP-6650.8700,Training Skills Development,4
TP-6650.9000,Values Clarification Assistance,4
TP-6700,Public Relations Support,3
TP-6700.1400,Communications Plan Development,4
TP-6700.1500,Community Relations Services,4
TP-6700.2500,Government Relations Services,4
TP-6700.5200,Media Relations Services,4
TP-6700.5200-300,Media Coverage Assistance,5
TP-6700.5200-350,Media Crisis Management,5
TP-6700.5200-370,Media Interview Skills Development,5
TP-6700.5200-380,Media Kit Development,5
TP-6700.5200-400,Media Plan Development,5
TP-6700.5200-450,Media Relations Development,5
TP-6700.5200-600,News Conference Planning/Implementation,5
TP-6700.5200-650,News Release Development/Issuance,5
TP-6700.5200-700,Opinion/Editorial Development,5
TP-6700.5200-750,Public Service Announcement Development,5
TP-9000,Volunteer Program Development/Implementation Support,3
TP-9000.8900,Volunteer Orientation and Training Development,4
TP-9000.9000,Volunteer Program Management Assistance,4
TP-9000.9100,Volunteer Program Readiness Assessment,4
TP-9000.9200,Volunteer Program Recruitment Assistance,4
TP-9000.9300,Volunteer Recognition Program Development,4
TQ,Political Organization and Participation,2
TQ-1500,Community Involvement Programs,3
TQ-1800,Elections/Election Campaigns,3
TQ-1800.0500,Absentee Ballots,4
TQ-1800.1200,Campaign Finance Reporting,4
TQ-1800.1400,Election Challenges,4
TQ-1800.1500,Election Forecasting,4
TQ-1800.1600,Election Information,4
TQ-1800.1800,Election Results,4
TQ-1800.2000,Filing Procedures for Candidates,4
TQ-1800.2600,Get Out the Vote Drives,4
TQ-1800.3300,Initiative and Referendum Procedures,4
TQ-1800.6500,Polling Places,4
TQ-1800.8800,Voter Registration Drives,4
TQ-1800.9000,Voter Registration Offices,4
TQ-1800.9200,Voting Records,4
TQ-1800.9500,Voting Rights Protection,4
TQ-4400,Legislation Information,3
TQ-4400.4500,Laws/Statutes Copies,4
TQ-4400.6500,Proposed Legislation Information,4
TQ-4500,Legislative District Information,3
TQ-6500,Political Organizations,3
